,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
2446,1852,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Very satisfied,Ms. Kissie Faulo,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum.
2448,2370,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified, Odessa Boichat,Pellentesque ultrices mattis odio.
2449,2116,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Somewhat safe,Somewhat satsified, Teodoor Fillgate,Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
2450,1848,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat satsified, Kevon Brando,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
2451,103,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified, Cordey Barlow,Maecenas ut massa quis augue luctus tincidunt.
2452,2983,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Zena Marcussen,Morbi a ipsum.
2453,3140,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified, Pauletta Denyukin,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
2454,2355,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified, Kassi Carlow,Nulla tellus. In sagittis dui vel nisl.
2455,2803,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Somewhat satsified, Harlin Moultrie,Mauris ullamcorper purus sit amet nulla.
2457,2305,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Neutral, Austine De Fries,Quisque ut erat. Curabitur gravida nisi at nibh.
2458,1156,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral,Dr. Cary Bugs,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
2459,1447,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209.0,Clean,Somewhat safe,Neutral, Emmi Paddle,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
2460,553,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satsified, Alejoa Pluvier,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
2461,2927,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified, Amie Cranefield,Phasellus sit amet erat.
2462,3003,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Clean,Somewhat safe,Very satisfied, Edeline Cholomin,Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus.
2463,1128,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified, Cindy Daveley,Nulla tempus.
2464,3209,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35.0,Average,Somewhat safe,Very unsatisfied, Sandye Limbourne,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
2466,586,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified,Miss Pascale Finlay,Maecenas pulvinar lobortis est.
2467,1763,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Clean,Very safe,Somewhat satsified, Melinde Kelloch,In eleifend quam a odio. In hac habitasse platea dictumst.
2468,275,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82.0,Average,Somewhat safe,Neutral, Quintina Trewinnard,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
2469,2587,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127.0,Somewhat clean,Somewhat safe,Neutral,Miss Bronnie Stanislaw,In congue. Etiam justo.
2470,326,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified, Emalia Durant,Nunc rhoncus dui vel sem.
2471,305,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified, Simone Baugham,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
2472,2373,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Clean,Somewhat safe,Somewhat satsified, Meredith Lamborn,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.
2473,1015,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122.0,Average,Somewhat safe,Neutral, Em Spata,Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
2474,904,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral,Ms. Kevina Presswell,Nulla mollis molestie lorem.
2475,2303,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Neutral,Somewhat satsified, Leonore Byas,Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
2476,599,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Average,Very safe,Neutral, Sig Learman,Donec dapibus.
2477,1363,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified, El Siviter,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.
2478,1715,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified,Dr. Jarred Seamark,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
2479,1565,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Average,Somewhat safe,Somewhat satsified, Giovanni Krzyzowski,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
2480,2441,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified, Dulcie Cantillon,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
2481,428,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353.0,Somewhat clean,Somewhat safe,Somewhat satsified, Rhody Sailor,Morbi ut odio.
2482,1842,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,255.0,Average,Neutral,Somewhat satsified, Aurie Higgonet,Integer a nibh.
2483,877,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied, Nancee Leverington,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
2484,1589,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied, Hebert Ferrero,Nunc rhoncus dui vel sem. Sed sagittis.
2485,850,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified, Jeno Heffernon,Suspendisse accumsan tortor quis turpis.
2486,3241,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Very safe,Somewhat satsified, Corabella Silverwood,Aenean sit amet justo. Morbi ut odio.
2487,1819,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satsified, Ted Cadwell,Donec quis orci eget orci vehicula condimentum.
2489,2915,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral,Miss Benito Phare,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
2490,1095,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,255.0,Somewhat clean,Very safe,Somewhat satsified, Dana Brounfield,Aliquam erat volutpat.
2491,1993,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified, Aaren Creaven,Ut at dolor quis odio consequat varius.
2492,1267,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,30.0000000000001,Average,Neutral,Somewhat satsified, Cherilyn Bartlomiejczyk,Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti.
2493,2233,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified, Constantino Kann,Donec quis orci eget orci vehicula condimentum.
2494,1309,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Average,Somewhat safe,Somewhat satsified, Reena Beddard,Nulla nisl. Nunc nisl.
2495,517,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,2018-12-31,105.0,Clean,Very safe,Very satisfied, Wini Hayes,Nulla suscipit ligula in lacus.
2496,615,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,245.0,Clean,Very safe,Very satisfied, Zorah Kondrat,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
2497,2350,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Very satisfied, Mason Guerrier,In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.
2498,3027,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,64.9999999999999,Average,Somewhat safe,Somewhat satsified, Brandice Dallyn,Donec ut dolor.
2501,2174,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,133.0,Somewhat clean,Very safe,Very satisfied, Robbie Streets,Donec ut mauris eget massa tempor convallis.
2502,1089,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified, Garret Canton,Sed accumsan felis. Ut at dolor quis odio consequat varius.
2503,1539,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,110.0,Clean,Very safe,Very satisfied, Cicily Elwin,Morbi non quam nec dui luctus rutrum. Nulla tellus.
2504,528,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified, Deedee Amies,Integer ac leo. Pellentesque ultrices mattis odio.
2505,474,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,861.0,Somewhat clean,Somewhat safe,Somewhat satsified, Elaine Semor,Pellentesque eget nunc.
2506,1204,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified, Thomasa Saladino,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
2507,892,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified, Lyle Jowers,Nulla mollis molestie lorem. Quisque ut erat.
2508,2601,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,97.0,Clean,Very safe,Neutral, Montgomery Fillary,Morbi non quam nec dui luctus rutrum. Nulla tellus.
2509,1846,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,145.0,Clean,Somewhat safe,Somewhat satsified, Nady Legerton,Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus.
2510,628,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied,Miss Sherwin Pollock,Fusce lacus purus aliquet at feugiat non pretium quis lectus.
2511,2156,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,128.0,Somewhat clean,Somewhat safe,Neutral, Winthrop Antoniazzi,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.
2512,2175,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,93.0000000000001,Clean,Somewhat safe,Somewhat satsified, Guy Sarver,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus.
2513,1867,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Benny Rippingall,Donec quis orci eget orci vehicula condimentum.
2514,457,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,150.0,Clean,Very safe,Very satisfied, Mickey Hassard,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
2517,1063,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355.0,Average,Neutral,Neutral, Celka Leele,Aenean lectus. Pellentesque eget nunc.
2518,1183,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,85.0,Average,Very safe,Neutral, Trever Sagg,Sed ante. Vivamus tortor.
2519,1943,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral, Fransisco Ashman,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
2520,1619,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral, Olivero Stitch,Vestibulum quam sapien varius ut blandit non interdum in ante.
2521,2923,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,45.0,Average,Neutral,Somewhat satsified, Gale Impy,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis.
2522,1327,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Somewhat satsified, Jenica Romeuf,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
2523,3031,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Somewhat satsified,Dr. Reggie Scolli,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
2525,796,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified, Ettie Brakewell,Quisque ut erat. Curabitur gravida nisi at nibh.
2526,255,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied, Maxie Gadd,Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem.
2527,1871,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Neutral, Randa Verling,Nulla suscipit ligula in lacus.
2528,2591,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Clean,Somewhat safe,Somewhat satsified, Brandea Cartin,Fusce posuere felis sed lacus.
2529,3137,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Minor Pringle,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
2530,2076,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,59.00000000000011,Somewhat clean,Somewhat safe,Somewhat satsified, Thain Jedrys,Aliquam erat volutpat.
2531,489,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,208.0,Somewhat clean,Very safe,Very satisfied,Ms. Fernandina Mathews,Proin at turpis a pede posuere nonummy. Integer non velit.
2532,2419,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Somewhat satsified, Kalinda Biffin,Aenean fermentum.
2533,2910,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,141.0,Somewhat clean,Somewhat safe,Somewhat satsified, Lindon Symers,Nullam sit amet turpis elementum ligula vehicula consequat.
2535,2513,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied, Dominic Esler,Mauris ullamcorper purus sit amet nulla.
2536,2002,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Very satisfied, Lizbeth Slee,Nulla facilisi.
2537,3274,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied, Shem Huskinson,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
2538,1224,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Neutral, Grady Whate,Curabitur gravida nisi at nibh.
2539,924,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Neutral, Harcourt Hiscoe,Maecenas pulvinar lobortis est.
2541,3197,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180.0,Clean,Very safe,Somewhat satsified, Tansy Bodell,Sed sagittis.
2543,1781,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied, Xavier Stallworth,Vivamus tortor. Duis mattis egestas metus.
2544,3077,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,217.0,Somewhat clean,Very safe,Very satisfied,Dr. Cherise Fillery,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla.
2545,606,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Somewhat safe,Neutral,Miss Regan De Minico,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
2546,1412,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,270.0,Average,Somewhat safe,Neutral, Jorie Hulkes,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
2547,2699,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Average,Neutral,Somewhat satsified, Ardeen Polotti,Praesent lectus.
2548,2792,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified, Frederico Pudan,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
2549,296,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,62.00000000000011,Clean,Very safe,Very satisfied, Pauli Amis,Nulla ut erat id mauris vulputate elementum.
2550,2819,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified, Piper Coatts,Ut at dolor quis odio consequat varius. Integer ac leo.
2551,1869,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified, Cliff Blanchflower,Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
2552,1778,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified, Ilise Doddridge,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus.
2553,1545,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,2018-12-31,405.0,Average,Neutral,Neutral, Claudian Jailler,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
2554,2746,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,30.0000000000001,Clean,Very safe,Very satisfied, Sunny Thorrold,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.
2555,669,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified, Kimberlee Baggallay,In eleifend quam a odio. In hac habitasse platea dictumst.
2557,984,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified, Stacy Wanklin,Nullam molestie nibh in lectus. Pellentesque at nulla.
2558,1111,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified, Ethelind Arlett,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
2559,2253,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral,Mr. Davina Fookes,Proin interdum mauris non ligula pellentesque ultrices.
2560,3285,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Neutral,Very satisfied,Mr. Kim Lindenstrauss,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
2561,2559,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied, Blithe Birch,Aliquam quis turpis eget elit sodales scelerisque.
2563,1332,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Neutral, Adolphe Grint,Etiam pretium iaculis justo.
2564,525,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,180.0,Average,Somewhat safe,Somewhat satsified, Danya Barcroft,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
2565,2365,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satsified, Roland Willbraham,Duis bibendum.
2566,867,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Neutral,Somewhat satsified, Bernie Lovel,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo sollicitudin ut suscipit a feugiat et eros.
2567,392,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satsified, Merl Elnough,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
2568,2401,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Somewhat satsified, Dyanna Bamlet,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
2569,1122,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified, Desirae Ponder,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
2571,2176,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Very safe,Neutral,Miss Consuela Raraty,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo.
2572,2522,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,390.0,Clean,Somewhat safe,Somewhat satsified, Karlie Wigelsworth,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
2573,2594,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified, Sarina Seydlitz,Vivamus vestibulum sagittis sapien.
2574,2140,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,245.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Toni Pavic,Integer a nibh.
2575,2087,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,169.0,Clean,Very safe,Very satisfied, Frederigo Hewes,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
2576,1207,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral, Hannis Vakhlov,Etiam vel augue.
2577,581,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Clean,Very safe,Somewhat satsified, Tatum Gowans,Proin eu mi.
2578,2855,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,67.0000000000001,Somewhat clean,Very safe,Somewhat satsified, Kinna Laxen,Praesent lectus.
2579,2450,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,169.0,Average,Very safe,Neutral, Van Benyon,Nunc nisl.
2580,2900,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,145.0,Somewhat clean,Somewhat safe,Neutral, Edwina Chadbourne,Morbi odio odio elementum eu interdum eu tincidunt in leo.
